binf_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr1_10170346_10170347	6	0.0558769	0.753937	11.8965	42	0	0	0	0	0	0	0	0	0	0	61	0.595628	2.3477	0.340917	42	0	0	0	0	0	8	0.072934	0.879883	7.71103	45	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-48	0	0	0	0	0	8	0.072934	0.879883	7.71103	-48	0	0	0	0	0
chr1_10258873_10258874	3	0.0486227	0.404112	63.8267	26	7	0.0843055	0.716094	21.5852	26	1	0.00980296	0.3	96.01	10	26	0.290168	1.43367	3.03485	28	0	0	0	0	0	3	0.0288207	0.524891	28.6973	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-4	0	0	0	0	0
chr1_10285404_10285405	5	0.0668562	0.57438	34.4861	29	3	0.0288207	0.524891	28.6973	45	2	0.0194099	0.426401	45.5202	41	2	0.0194099	0.426401	45.5202	12	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0	1	0.00980296	0.3	96.01	27	17	0.159788	1.26321	4.17451	44	0	0	0	0	0	1	0.00980296	0.3	96.01	29	0	0	0	0	0
chr1_10291026_10291027	6	0.0558769	0.753937	11.8965	20	2	0.0194099	0.426401	45.5202	-39	2	0.0194099	0.426401	45.5202	-31	27	0.294873	1.47688	2.73528	12	1	0.00980296	0.3	96.01	18	5	0.0668562	0.57438	34.486	12	0	0	0	0	0	13	0.131948	1.06302	7.5922	-11	0	0	0	0	0	21	0.36271	1.03571	18.2797	41	0	0	0	0	0
chr1_10322603_10322604	6	0.0558769	0.753937	11.8965	-12	2	0.0194099	0.426401	45.5202	-38	1	0.00980296	0.3	96.0099	-34	5	0.0470542	0.684653	15.2521	-44	1	0.00980296	0.3	96.0099	-45	0	0	0	0	0	0	0	0	0	0	3	0.0288207	0.524891	28.6973	22	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-15	1	0.00980296	0.3	96.01	40
chr1_10324121_10324122	1	0.00980296	0.3	96.0099	-19	1	0.00980296	0.3	96.01	28	0	0	0	0	0	10	0.0892069	0.99449	5.20989	-29	4	0.0380355	0.609208	20.2912	-48	2	0.0194099	0.426401	45.5202	-48	1	0.00980296	0.3	96.0099	-26	11	0.0970493	1.04881	4.30404	-14	0	0	0	0	0	1	0.00980296	0.3	96.0099	-15	0	0	0	0	0
chr1_10336893_10336894	2	0.0194099	0.426401	45.5202	-3	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	32	0	0	0	0	0	2	0.0194099	0.426401	45.5202	37	0	0	0	0	0	1	0.00980296	0.3	96.01	35	0	0	0	0	0	4	0.0380355	0.609208	20.2912	43	0	0	0	0	0
chr1_10368003_10368004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_10408517_10408518	9	0.10097	0.841289	14.6347	-31	3	0.0288207	0.524891	28.6973	-39	12	0.104696	1.10158	3.5515	47	5	0.0470542	0.684653	15.2521	-48	2	0.0194099	0.426401	45.5202	-48	4	0.0380355	0.609208	20.2912	-29	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-35	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	1	0.00980296	0.3	96.01	-10
chr1_10417350_10417351	14	0.159004	1.04285	8.57129	45	1	0.00980296	0.3	96.0099	-19	3	0.0288207	0.524891	28.6973	-44	4	0.0380355	0.609208	20.2912	48	7	0.0843055	0.716094	21.5852	31	27	0.393883	1.27785	6.68402	0	0	0	0	0	0	8	0.072934	0.879883	7.71103	46	2	0.0194099	0.426401	45.5202	-1	11	0.116851	0.955819	10.3978	30	3	0.0288207	0.524891	28.6973	22
chr1_10435217_10435218	1	0.00980296	0.3	96.01	41	1	0.00980296	0.3	96.0099	-30	4	0.0380355	0.609208	20.2912	-28	1	0.00980296	0.3	96.01	-7	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-34	1	0.00980296	0.3	96.01	21	1	0.00980296	0.3	96.01	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_10623821_10623822	7	0.0645035	0.818665	9.50303	27	2	0.0194099	0.426401	45.5202	27	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-48	1	0.00980296	0.3	96.01	28	4	0.0380355	0.609208	20.2912	-36	0	0	0	0	0	1	0.00980296	0.3	96.0099	-41	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-4	1	0.00980296	0.3	96.01	24
chr1_10953883_10953884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-38	0	0	0	0	0
chr1_10957193_10957194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11018465_11018466	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-6	1	0.00980296	0.3	96.01	27	14	0.1194	1.20344	2.37521	40	3	0.0288207	0.524891	28.6973	-23	4	0.0380355	0.609208	20.2912	-48	1	0.00980296	0.3	96.01	20	2	0.0194099	0.426401	45.5202	34	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-25	1	0.00980296	0.3	96.0099	-34
chr1_11020300_11020301	0	0	0	0	0	4	0.0380355	0.609208	20.2912	15	3	0.0288207	0.524891	28.6973	-42	56	0.643074	2.07423	0.339595	14	1	0.00980296	0.3	96.0099	-20	31	0.549358	1.24232	10.6751	-4	1	0.00980296	0.3	96.01	29	3	0.0486227	0.404112	63.8267	14	0	0	0	0	0	15	0.166062	1.09334	7.52959	-48	2	0.0194099	0.426401	45.5202	-28
chr1_11113775_11113776	4	0.0380355	0.609208	20.2912	-2	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	2	1	0.00980296	0.3	96.01	22	1	0.00980296	0.3	96.01	2	0	0	0	0	0	1	0.00980296	0.3	96.01	15	0	0	0	0	0	4	0.0380355	0.609208	20.2912	2	0	0	0	0	0
chr1_11214868_11214869	1	0.00980296	0.3	96.0099	-46	2	0.0194099	0.426401	45.5202	-16	2	0.0194099	0.426401	45.5202	-48	2	0.0194099	0.426401	45.5202	5	1	0.00980296	0.3	96.01	44	2	0.0194099	0.426401	45.5202	-45	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11709125_11709126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11771195_11771196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11799205_11799206	11	0.136653	0.883858	12.9087	-48	9	0.0811685	0.938315	6.32005	-31	3	0.0288207	0.524891	28.6973	-48	2	0.0194099	0.426401	45.5202	-48	3	0.0288207	0.524891	28.6973	-48	14	0.139202	1.11456	6.52613	-4	0	0	0	0	0	1	0.00980296	0.3	96.0099	-15	0	0	0	0	0	1	0.00980296	0.3	96.0099	-36	1	0.00980296	0.3	96.0099	-37
chr1_11817646_11817647	5	0.0470542	0.684653	15.2521	-39	5	0.0470542	0.684653	15.2521	-24	1	0.00980296	0.3	96.01	-11	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-33	3	0.0288207	0.524891	28.6973	-11	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-32	1	0.00980296	0.3	96.01	-7	2	0.0194099	0.426401	45.5202	-11	1	0.00980296	0.3	96.01	-3
chr1_11822933_11822934	31	0.291932	1.7042	4.83768	-11	2	0.0194099	0.426401	45.5202	-4	3	0.0288207	0.524891	28.6973	-38	10	0.109009	0.89964	12.2811	32	6	0.0558769	0.753937	11.8965	-11	17	0.199392	1.13082	14.6971	-2	2	0.0194099	0.426401	45.5202	-26	5	0.0668562	0.57438	34.4861	-32	0	0	0	0	0	13	0.15175	0.991241	9.78485	-33	6	0.0558769	0.753937	11.8965	-27
chr1_11823648_11823649	38	0.393099	1.80025	2.59594	-6	4	0.0380355	0.609208	20.2912	-48	4	0.0380355	0.609208	20.2912	-33	16	0.153122	1.21451	4.84553	-3	9	0.0811685	0.938315	6.32005	26	38	0.452505	1.67792	2.1905	31	8	0.072934	0.879883	7.71103	-21	11	0.0970493	1.04881	4.30404	48	0	0	0	0	0	42	0.718165	1.4721	2.93281	46	3	0.0288207	0.524891	28.6973	-41
chr1_11989122_11989123	14	0.1194	1.20344	2.37521	-48	4	0.0380355	0.609208	20.2912	3	3	0.0288207	0.524891	28.6973	-18	14	0.1194	1.20344	2.37521	-29	4	0.0380355	0.609208	20.2912	-21	14	0.1194	1.20344	2.37521	25	2	0.0194099	0.426401	45.5202	-48	12	0.104696	1.10158	3.5515	-31	0	0	0	0	0	31	0.311734	1.64919	1.74729	30	0	0	0	0	0
chr1_12021643_12021644	22	0.229781	1.36322	3.83276	4	3	0.0288207	0.524891	28.6973	-15	4	0.0380355	0.609208	20.2912	21	4	0.0380355	0.609208	20.2912	-16	0	0	0	0	0	18	0.344476	0.910947	21.3592	-30	1	0.00980296	0.3	96.01	35	9	0.10097	0.841289	14.6347	36	2	0.0194099	0.426401	45.5202	-10	15	0.185864	1.03346	17.7686	-15	1	0.00980296	0.3	96.01	31
chr1_12026751_12026752	9	0.10097	0.841289	14.6347	-36	4	0.0776395	0.426401	45.5202	-7	4	0.0380355	0.609208	20.2912	-7	7	0.0645035	0.818665	9.50304	-6	6	0.0558769	0.753937	11.8965	-46	5	0.0470542	0.684653	15.2521	-29	1	0.00980296	0.3	96.0099	-28	22	0.190177	1.49845	1.86027	-6	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-9	2	0.0194099	0.426401	45.5202	11
chr1_12113923_12113924	1	0.00980296	0.3	96.0099	-18	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	29	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12235180_12235181	13	0.131948	1.06302	7.59221	7	1	0.00980296	0.3	96.01	3	3	0.0288207	0.524891	28.6973	-9	5	0.0470542	0.684653	15.2521	8	2	0.0194099	0.426401	45.5202	-2	3	0.0486227	0.404112	63.8267	44	0	0	0	0	0	3	0.0486227	0.404112	63.8268	-48	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	9
chr1_12243802_12243803	2	0.0194099	0.426401	45.5202	-46	1	0.00980296	0.3	96.01	40	2	0.0194099	0.426401	45.5202	-48	3	0.0288207	0.524891	28.6973	-31	2	0.0194099	0.426401	45.5202	-47	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12255504_12255505	5	0.0470542	0.684653	15.2521	-44	1	0.00980296	0.3	96.01	15	4	0.0380355	0.609208	20.2912	-48	3	0.0288207	0.524891	28.6973	-42	2	0.0194099	0.426401	45.5202	-46	3	0.0288207	0.524891	28.6973	-46	1	0.00980296	0.3	96.0099	-48	2	0.0194099	0.426401	45.5202	-48	1	0.00980296	0.3	96.01	1	3	0.0288207	0.524891	28.6973	-48	1	0.00980296	0.3	96.0099	-17
chr1_12267720_12267721	7	0.0645035	0.818665	9.50303	12	1	0.00980296	0.3	96.01	30	1	0.00980296	0.3	96.0099	-26	12	0.124498	1.01018	8.86288	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	14	0	0	0	0	0
chr1_12268994_12268995	4	0.0380355	0.609208	20.2912	-41	4	0.0380355	0.609208	20.2912	-9	3	0.0288207	0.524891	28.6973	-24	8	0.072934	0.879883	7.71103	30	1	0.00980296	0.3	96.0099	-27	7	0.0645035	0.818665	9.50304	30	0	0	0	0	0	1	0.00980296	0.3	96.01	46	1	0.00980296	0.3	96.0099	-39	3	0.0288207	0.524891	28.6973	-24	3	0.0288207	0.524891	28.6973	-33
chr1_12286408_12286409	1	0.00980296	0.3	96.01	45	6	0.0756789	0.647834	26.9316	-17	1	0.00980296	0.3	96.01	-11	10	0.109009	0.89964	12.2811	48	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-15	0	0	0	0	0	11	0.136653	0.883858	12.9087	-17	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-18	0	0	0	0	0
chr1_12302613_12302614	6	0.0756789	0.647834	26.9316	-37	8	0.072934	0.879883	7.71103	-42	2	0.0194099	0.426401	45.5202	-48	8	0.072934	0.879883	7.71103	-42	3	0.0486227	0.404112	63.8267	-11	4	0.0380355	0.609208	20.2912	-37	0	0	0	0	0	3	0.0288207	0.524891	28.6973	10	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-36	5	0.0668562	0.57438	34.4861	-42
chr1_12311354_12311355	2	0.0194099	0.426401	45.5202	30	9	0.10097	0.841289	14.6347	-34	1	0.00980296	0.3	96.01	27	17	0.17959	1.19154	5.84161	15	3	0.0288207	0.524891	28.6973	-16	7	0.0843055	0.716094	21.5852	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-29	1	0.00980296	0.3	96.0099	-37	8	0.072934	0.879883	7.71103	15	0	0	0	0	0
chr1_12311358_12311359	4	0.0380355	0.609208	20.2912	26	9	0.10097	0.841289	14.6347	-38	1	0.00980296	0.3	96.01	23	19	0.192334	1.28684	4.54167	11	4	0.0380355	0.609208	20.2912	-20	7	0.0843055	0.716094	21.5852	-4	0	0	0	0	0	1	0.00980296	0.3	96.0099	-33	1	0.00980296	0.3	96.0099	-41	8	0.072934	0.879883	7.71103	11	0	0	0	0	0
chr1_12319495_12319496	19	0.192334	1.28684	4.54167	-47	2	0.0194099	0.426401	45.5202	36	12	0.104696	1.10158	3.5515	-48	18	0.166258	1.31124	3.58954	-48	5	0.0470542	0.684653	15.2521	34	16	0.153122	1.21451	4.84553	-24	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-9	2	0.0194099	0.426401	45.5202	-20	28	0.319184	1.4721	2.60609	-7	1	0.00980296	0.3	96.01	9
chr1_12319966_12319967	12	0.104696	1.10158	3.5515	-10	4	0.0380355	0.609208	20.2912	-34	34	0.381727	1.63456	3.36058	-7	16	0.153122	1.21451	4.84552	19	5	0.0470542	0.684653	15.2521	24	6	0.0558769	0.753937	11.8965	-48	0	0	0	0	0	9	0.0811685	0.938315	6.32005	24	0	0	0	0	0	22	0.170375	1.58314	-0.13061	-4	1	0.00980296	0.3	96.01	16
chr1_12342660_12342661	32	0.275855	1.80971	0.96419	-28	5	0.0470542	0.684653	15.2521	-29	6	0.0756789	0.647834	26.9316	-12	30	0.307813	1.60612	1.96662	-27	2	0.0194099	0.426401	45.5202	-11	6	0.0558769	0.753937	11.8965	-30	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-30	0	0	0	0	0	21	0.2637	1.21469	4.98185	-11	1	0.00980296	0.3	96.0099	-27
chr1_12344469_12344470	12	0.124498	1.01018	8.86288	-11	15	0.126458	1.2529	1.90775	17	1	0.00980296	0.3	96.01	14	12	0.124498	1.01018	8.86288	-12	5	0.0470542	0.684653	15.2521	-48	2	0.0194099	0.426401	45.5202	-11	0	0	0	0	0	15	0.14626	1.16501	5.62129	20	0	0	0	0	0	16	0.172924	1.14286	6.62793	21	3	0.0288207	0.524891	28.6973	-48
chr1_12355085_12355086	13	0.131948	1.06302	7.59221	15	1	0.00980296	0.3	96.01	31	2	0.0194099	0.426401	45.5202	-29	16	0.192726	1.08255	7.54976	-6	1	0.00980296	0.3	96.0099	-45	1	0.00980296	0.3	96.01	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-30
chr1_12358816_12358817	19	0.212136	1.22531	5.37971	-46	4	0.0380355	0.609208	20.2912	-40	4	0.0380355	0.609208	20.2912	-48	5	0.0668562	0.57438	34.4861	-7	2	0.0194099	0.426401	45.5202	-46	7	0.0645035	0.818665	9.50303	-40	1	0.00980296	0.3	96.01	-7	1	0.00980296	0.3	96.0099	-34	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-44	2	0.0194099	0.426401	45.5202	-6
chr1_12368403_12368404	4	0.0380355	0.609208	20.2912	-48	2	0.0194099	0.426401	45.5202	2	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-47	1	0.00980296	0.3	96.01	42	3	0.0288207	0.524891	28.6973	-13	0	0	0	0	0	1	0.00980296	0.3	96.01	43	2	0.0194099	0.426401	45.5202	35	22	0.289187	1.21516	8.27495	45	0	0	0	0	0
chr1_12379202_12379203	5	0.0470542	0.684653	15.2521	-48	0	0	0	0	0	0	0	0	0	0	43	0.363298	2.11903	0.175071	-30	2	0.0194099	0.426401	45.5202	-28	4	0.0380355	0.609208	20.2912	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-35	0	0	0	0	0
chr1_12384125_12384126	3	0.0288207	0.524891	28.6973	-1	3	0.0288207	0.524891	28.6973	-13	0	0	0	0	0	1	0.00980296	0.3	96.0099	-30	0	0	0	0	0	1	0.00980296	0.3	96.01	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-11	0	0	0	0	0
chr1_12404893_12404894	6	0.0558769	0.753937	11.8965	-42	5	0.0470542	0.684653	15.2521	-46	1	0.00980296	0.3	96.01	25	1	0.00980296	0.3	96.01	6	1	0.00980296	0.3	96.01	23	4	0.0380355	0.609208	20.2912	29	1	0.00980296	0.3	96.0099	-20	13	0.131948	1.06302	7.59221	47	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-12	4	0.0380355	0.609208	20.2912	-47
chr1_12508375_12508376	54	0.466621	2.34807	0.643507	-31	2	0.0194099	0.426401	45.5202	1	12	0.104696	1.10158	3.5515	39	19	0.172532	1.35868	3.07604	-35	5	0.0470542	0.684653	15.2521	-48	7	0.0645035	0.818665	9.50303	-36	3	0.0288207	0.524891	28.6973	-35	6	0.0558769	0.753937	11.8965	-27	1	0.00980296	0.3	96.01	15	27	0.275071	1.52912	2.48611	-29	3	0.0288207	0.524891	28.6973	-44
chr1_12570229_12570230	11	0.116851	0.955819	10.3978	-20	0	0	0	0	0	1	0.00980296	0.3	96.01	41	3	0.0288207	0.524891	28.6973	-18	1	0.00980296	0.3	96.0099	-34	4	0.0380355	0.609208	20.2912	-48	3	0.0288207	0.524891	28.6973	-1	4	0.0380355	0.609208	20.2912	-42	0	0	0	0	0	1	0.00980296	0.3	96.01	-11	1	0.00980296	0.3	96.0099	-21
chr1_12748114_12748115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12759581_12759582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13748173_13748174	0	0	0	0	0	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_15046345_15046346	17	0.139986	1.3496	1.14356	-2	1	0.00980296	0.3	96.01	-5	1	0.00980296	0.3	96.01	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	30	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-8
chr1_15065574_15065575	1	0.00980296	0.3	96.01	-2	2	0.0392119	0.3	96.0099	-46	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-20	3	0.0288207	0.524891	28.6973	-26	20	0.297422	1.08929	22.2299	14	1	0.00980296	0.3	96.01	27	1	0.00980296	0.3	96.01	10	0	0	0	0	0	17	0.17959	1.19154	5.84161	15	0	0	0	0	0
chr1_15537757_15537758	1	0.00980296	0.3	96.01	43	4	0.0380355	0.609208	20.2912	-16	0	0	0	0	0	5	0.0470542	0.684653	15.2521	41	1	0.00980296	0.3	96.01	43	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-11	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0
chr1_15548158_15548159	5	0.0470542	0.684653	15.2521	-13	1	0.00980296	0.3	96.01	41	0	0	0	0	0	25	0.265464	1.44124	3.10865	37	1	0.00980296	0.3	96.01	20	5	0.0470542	0.684653	15.2521	-28	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-47	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-48	1	0.00980296	0.3	96.0099	-23
chr1_15637019_15637020	6	0.0558769	0.753937	11.8965	-16	7	0.0645035	0.818665	9.50303	-35	4	0.0380355	0.609208	20.2912	-48	34	0.342123	1.72658	1.32489	-23	4	0.0380355	0.609208	20.2912	-19	11	0.0970493	1.04881	4.30404	-19	0	0	0	0	0	3	0.0288207	0.524891	28.6973	3	1	0.00980296	0.3	96.0099	-22	3	0.0288207	0.524891	28.6973	10	2	0.0194099	0.426401	45.5202	-6
chr1_15649679_15649680	5	0.0470542	0.684653	15.2521	20	3	0.0288207	0.524891	28.6973	-39	0	0	0	0	0	7	0.0645035	0.818665	9.50304	-47	2	0.0194099	0.426401	45.5202	-37	9	0.10097	0.841289	14.6347	21	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	33	24	0.280169	1.34679	7.53529	33	2	0.0194099	0.426401	45.5202	-11
chr1_15729244_15729245	11	0.0970493	1.04881	4.30404	-24	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-42	6	0.0558769	0.753937	11.8965	16	3	0.0288207	0.524891	28.6973	30	41	0.498579	1.72471	2.58832	24	1	0.00980296	0.3	96.01	22	7	0.0645035	0.818665	9.50303	15	0	0	0	0	0	10	0.0892069	0.99449	5.2099	-20	0	0	0	0	0
chr1_15729246_15729247	11	0.0970493	1.04881	4.30404	-26	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-44	6	0.0558769	0.753937	11.8965	14	3	0.0288207	0.524891	28.6973	28	41	0.498579	1.72471	2.58832	22	1	0.00980296	0.3	96.01	20	7	0.0645035	0.818665	9.50303	13	0	0	0	0	0	9	0.0811685	0.938315	6.32005	-22	0	0	0	0	0
chr1_15731383_15731384	7	0.0645035	0.818665	9.50303	-18	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-1	1	0.00980296	0.3	96.0099	-25	3	0.0288207	0.524891	28.6973	-48	47	0.486423	2.00166	2.07166	-3	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-45	0	0	0	0	0	7	0.0645035	0.818665	9.50303	-42	0	0	0	0	0
chr1_16005447_16005448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_16129665_16129666	5	0.0470542	0.684653	15.2521	19	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-41	4	0.0380355	0.609208	20.2912	-48	3	0.0288207	0.524891	28.6973	5	13	0.131948	1.06302	7.59221	28	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_16452177_16452178	10	0.0892069	0.99449	5.20989	7	1	0.00980296	0.3	96.01	25	11	0.116851	0.955819	10.3978	37	4	0.0380355	0.609208	20.2912	23	2	0.0194099	0.426401	45.5202	0	17	0.199392	1.13082	6.73783	-41	2	0.0194099	0.426401	45.5202	-38	9	0.120772	0.769234	17.4422	24	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-18	2	0.0194099	0.426401	45.5202	-36
chr1_16957983_16957984	3	0.0288207	0.524891	28.6973	-45	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	40	0	0	0	0	0	1	0.00980296	0.3	96.01	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17031941_17031942	3	0.0288207	0.524891	28.6973	-6	3	0.0288207	0.524891	28.6973	-5	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-31	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-3	1	0.00980296	0.3	96.01	48	4	0.0380355	0.609208	20.2912	-1	0	0	0	0	0	1	0.00980296	0.3	96.01	14	1	0.00980296	0.3	96.01	41
chr1_17222683_17222684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17228623_17228624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17231401_17231402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17265922_17265923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
